,s2token_15,x,y,z,day,month,hour_y,street_y,road_type,jam_level,speed_decrease_%,Freq
7534,2e69ebfb4,0.9942485287424715,0.010998939289027376,-0.10653115238251688,27,11,7,,,,,
7535,2e69ec3cc,0.9971753380938041,0.01691570013801374,-0.07317926062996444,26,11,9,Margonda Raya,7.0,3.0,69.93023815251384,34.0
7536,2e698d7ac,0.990898538971961,0.1345814233160283,-0.0028153084138395077,28,11,16,Jati Mekar,2.0,2.0,26.351351351351354,38.0
7537,2e698b934,0.9824446325707996,0.1660757958066392,0.0849786677938523,24,11,8,Pejuang,2.0,3.0,62.571756601607355,58.0
7538,2e698e7dc,0.9796389590312571,0.19851485620233905,0.029989361699103267,29,11,4,,,,,
7539,2e68e67cc,0.5887598674050675,0.5713493077468589,-0.5717707469522663,27,11,16,Dr Djundjunan,6.0,3.0,51.50677356925629,10.0
7540,2e68e6424,0.5762780521559615,0.5760348425992169,-0.579730512147693,23,11,11,Pasteur,2.0,3.0,36.14843250159949,131.0
7541,2e68e5ce4,0.6006596462234028,0.5559041242775588,-0.5746116897609871,26,11,10,N11 Flyover Cimindi,6.0,4.0,88.18206745270084,228.0
7542,2e68e87d4,0.5480723483485894,0.5744145655583018,-0.6080004998765459,27,11,17,,,,,
7543,2e68e88d4,0.5502330806669056,0.5631780949012598,-0.6165014114851598,26,11,14,N11 Soekarno-Hatta,6.0,4.0,48.84856943475227,105.0
7544,2e6991964,0.9764102645735012,0.21291239993798558,-0.03593473512011202,26,11,17,,,,,
7545,2e68e8854,0.5546418776804116,0.5676906151224418,-0.6083582439854422,28,11,12,,,,,
7546,2e68e6654,0.5849989845794006,0.5710705302789753,-0.5758946409613136,25,11,19,,,,,
7547,2e698c874,0.9876528376786595,0.14305820550010376,0.06384529790345868,23,11,18,I Gusti Ngurah Rai,2.0,4.0,78.10766721044045,66.0
7548,2e698c604,0.9879471566499163,0.14607935113484197,0.051198035503029114,28,11,11,Bintara Raya,2.0,2.0,29.286880783886776,56.0
7549,2e68e869c,0.5354647239697337,0.5780913140977337,-0.6157011953446025,28,11,16,N11 Soekarno-Hatta,6.0,3.0,18.63354037267082,129.0
7550,2e68e6104,0.576389278812776,0.5626658161387836,-0.5926065968402348,26,11,11,Jenderal Sudirman,2.0,3.0,55.31197301854974,117.0
7551,2e698d66c,0.9920393215676835,0.12580100961593318,-0.005664842728799571,25,11,1,,,,,
7552,2e68e6684,0.5789907063645293,0.5753312312645614,-0.5777228888274266,25,11,10,Dr Djundjunan,6.0,3.0,45.821325648414984,54.0
7553,2e6992864,0.989882478434864,0.14039940083034938,-0.020510659036943837,23,11,17,Wibawa Mukti 2,2.0,3.0,18.897108271687955,10.0
7554,2e68e6f1c,0.5822317311826476,0.5889159713882354,-0.5605213553897018,28,11,15,Ciumbuleuit,2.0,4.0,12.835249042145595,72.0
7555,2e69c8e1c,0.9269668740863425,0.029406157866540508,-0.37398889318551026,26,11,18,,,,,
7556,2e69e955c,0.9948096176225943,0.0022011089398739185,-0.10172993563854552,26,11,18,,,,,
7557,2e6999df4,0.9525812914181815,0.28272730170229393,-0.1124906934471013,28,11,5,,,,,
7558,2e69e8eec,0.9901730092637507,-0.05920782643624712,-0.12669587607441457,28,11,18,Pengasinan,2.0,4.0,70.15706806282724,114.0
7559,2e69e9204,0.9920797622727726,-0.04172149470905741,-0.11847810839155407,29,11,8,Muhtar Raya,7.0,4.0,42.1613394216134,210.0
7560,2e698e424,0.9762531037320639,0.21589954462698216,0.01781190847084375,26,11,17,Lambang Jaya,2.0,2.0,49.13848117421825,94.0
7561,2e698fb34,0.9708674755413843,0.23889429766415723,0.018597297638328004,28,11,17,,,,,
7562,2e68e7d5c,0.5506965266141628,0.5805954735437505,-0.5997017856198236,24,11,5,Pelajar Pejuang 45,7.0,4.0,59.41080196399346,204.0
7563,2e69ec804,0.9941162281654471,0.052104000566307436,-0.09496366685786296,27,11,21,Jalan Raya Bogor,6.0,4.0,31.237322515212973,80.0
7564,2e6984934,0.9358659669859284,0.3516344555716035,0.02254110672427865,28,11,11,,,,,
7565,2e699a68c,0.9518468902228456,0.30096204036671037,-0.058389620921912494,25,11,17,,,,,
7566,2e69c5eec,0.9457000761731367,-0.011855771479802994,-0.3248242703505115,29,11,15,Pahlawan,2.0,4.0,54.22222222222223,74.0
7567,2e6984fa4,0.9407815981425126,0.3377097629571441,0.029700178448105484,25,11,16,,,,,
7568,2e68e8144,0.5298312906715033,0.5857693247095196,-0.6133132165987639,24,11,17,N11 Soekarno-Hatta,6.0,3.0,9.167842031029611,33.0
7569,2e698e364,0.9730587526179293,0.23031156251602378,0.010641810234503562,23,11,18,Lambang Jaya,2.0,2.0,26.529774127310063,38.0
7570,2e68e816c,0.5281415868520046,0.5873864610056345,-0.6132239473999059,23,11,21,N11 Soekarno-Hatta,6.0,3.0,12.519319938176194,105.0
7571,2e699291c,0.9909623838422589,0.13161252412565447,-0.025917123739751153,25,11,3,,,,,
7572,2e68e6e34,0.5763928329313149,0.5969813339304173,-0.5580184486950883,28,11,15,Ir Haji Juanda,2.0,3.0,47.820871651339466,34.0
7573,2e68e7284,0.5807368628377625,0.6086490474766222,-0.5406394668789491,28,11,16,Dago Giri,2.0,4.0,94.58502024291498,49.0
7574,2e68e81bc,0.5240857963315559,0.5933895698403786,-0.610919713618876,28,11,14,N11 Soekarno-Hatta,6.0,3.0,42.52686421361121,340.0
7575,2e69c8be4,0.9354588613769058,0.024151513906473448,-0.35260944832413155,29,11,18,N9 Jalan Raya Tajur,6.0,3.0,56.47271087054578,96.0
7576,2e698d704,0.9909024325217661,0.13458195212846866,-0.0002595837768137008,29,11,12,Ratna,2.0,3.0,40.10378057820608,39.0
7577,2e69ec804,0.9941162281654471,0.052104000566307436,-0.09496366685786296,27,11,16,Jalan Raya Bogor,6.0,4.0,31.237322515212973,80.0
7578,2e698f074,0.9690432481469858,0.244523746676437,0.03410748498580417,24,11,15,Sumberjaya Raya,2.0,4.0,65.04683840749415,68.0
7579,2e68e810c,0.527497206510133,0.5901738090967058,-0.6110986599398587,29,11,14,N11 Soekarno-Hatta,6.0,4.0,16.71957671957671,34.0
7580,2e698a4d4,0.9811672414668136,0.15693591813978855,0.1126142169977897,28,11,12,,,,,
7581,2e699a89c,0.9533616242518906,0.29834648309286216,-0.04572733788355897,26,11,5,,,,,
7582,2e6a20c7c,0.96899666816381,0.1755953955794022,0.17381517234910301,23,11,20,,,,,
7583,2e69ec76c,0.9950676772245441,0.03450539286423011,-0.09300373974327886,23,11,1,,,,,
7584,2e68ef524,0.5769790206051069,0.5435752088915305,-0.6096074163427644,27,11,15,Holis,1.0,2.0,28.419936373276773,32.0
7585,2e699a924,0.9528755253015736,0.30128728186853876,-0.03541478597306066,24,11,16,,,,,
7586,2e698fad4,0.9707625900089749,0.23886848924412948,0.023703136612993163,26,11,11,N1 Sultan Hasanudin,2.0,2.0,43.96032589443854,111.0
7587,2e69eca34,0.9931571067555435,0.07854303083853305,-0.08642889336127883,27,11,4,,,,,
7588,2e69854dc,0.95523509324737,0.29583795559265813,-0.002412604286790786,28,11,18,Kalimalang (Cibitung-Cikarang),1.0,2.0,36.90553745928338,30.0
7589,2e68e7ce4,0.553228548177793,0.5867329537048731,-0.5913396777807545,28,11,8,,,,,
7590,2e69c5c4c,0.9498601106803977,-0.009105862260182939,-0.3125425625586399,28,11,16,N9 Jalan Raya Pajajaran,6.0,3.0,27.27272727272727,22.0
7591,2e698cffc,0.9892058342693058,0.14328315185466273,0.03068804070253413,25,11,5,,,,,
7592,2e698ecac,0.9739187569876054,0.21538330104506329,0.07136027199113808,25,11,8,,,,,
7593,2e699661c,0.9689982037141914,0.20830108858558294,-0.13286511089346006,23,11,7,,,,,
7594,2e68e82fc,0.518393899425762,0.5834553190964573,-0.6251780991495177,28,11,20,Margacinta,2.0,3.0,32.16195569136745,38.0
7595,2e68e7eac,0.546044937319545,0.6001149251580689,-0.5845485463417215,27,11,13,Jenderal Ahmad Yani,7.0,4.0,48.66666666666667,102.0
7596,2e698d704,0.9909024325217661,0.13458195212846866,-0.0002595837768137008,23,11,17,Ratna,2.0,3.0,40.10378057820608,39.0
7597,2e68ef54c,0.5776890249005483,0.5474795642023461,-0.6054267233037064,23,11,13,Holis,2.0,3.0,52.44791666666666,44.0
7598,2e698ddac,0.9832626753443476,0.18118018800267355,0.019189860603761693,25,11,17,Siliwangi,7.0,3.0,25.684024713150926,71.0
7599,2e69ef47c,0.9937108547948166,-0.06824679582721017,-0.08877562684810698,28,11,15,N6 Cinangka Raya,6.0,3.0,10.69518716577541,34.0
7600,2e68e8b94,0.5625650949173697,0.5524312160071637,-0.6150937046999078,23,11,17,KH Wahid Hasyim,6.0,3.0,17.573221757322184,38.0
7601,2e698d544,0.9947083497883976,0.10234370495933742,-0.00900360574651543,29,11,11,,,,,
7602,2e698c31c,0.9833020501316315,0.17818772565450355,0.03696231368577878,24,11,22,N1 Jenderal Ahmad Yani,2.0,4.0,58.90856523310446,204.0
7603,2e6992f2c,0.9903467440255298,0.13450647987192318,-0.03348631766103418,28,11,14,Wibawa Mukti 2,2.0,4.0,46.88644688644688,36.0
7604,2e699221c,0.9818625675593905,0.18692280331269026,-0.03171378292488534,23,11,3,,,,,
7605,2e68e8994,0.5606181832404107,0.5637079915853082,-0.6065810356770804,29,11,10,,,,,
7606,2e699018c,0.9650282907957717,0.261781401135378,-0.013816511259712899,24,11,17,Jalan Jawa,1.0,3.0,65.494568324757,15.0
7607,2e69c5b3c,0.9525279806300245,-0.025994569949118584,-0.3033392959213295,29,11,8,,,,,
7608,2e698e884,0.9783653141836428,0.2042782198715071,0.0327371484474466,28,11,12,,,,,
7609,2e698e374,0.9737586133716809,0.2274430287395173,0.007989465705303627,25,11,18,,,,,
7610,2e68e623c,0.5660782940446122,0.5691981954125889,-0.59629588238608,28,11,20,,,,,
7611,2e69ef134,0.9951589699063602,-0.06539840245460446,-0.0733598907530385,28,11,13,N6 RE Martadinata,6.0,3.0,24.952471482889734,72.0
7612,2e69c594c,0.9462915567398067,-0.020239002905641165,-0.3226804493680066,25,11,15,,,,,
7613,2e69c5efc,0.9449259280721843,-0.009058560571553445,-0.3271588802665954,26,11,16,Pahlawan,2.0,4.0,58.377425044091716,76.0
7614,2e68e8994,0.5606181832404107,0.5637079915853082,-0.6065810356770804,27,11,15,,,,,
7615,2e68e135c,0.5995154749484237,0.5992624583839748,-0.5305334120194134,24,11,6,,,,,
7616,2e69e8864,0.9872986641744368,-0.07951664806769858,-0.13754435793390613,26,11,10,N6 Jalan Raya Parung-Bogor,1.0,3.0,8.876811594202886,76.0
7617,2e69eecbc,0.9951860229559761,-0.024221535886763203,-0.09496366100963816,24,11,7,,,,,
7618,2e68e686c,0.5935617067722807,0.5726085423763612,-0.5655121196324584,28,11,15,Prof Dr Surya Sumantri,2.0,4.0,23.7454100367197,30.0
7619,2e69c41c4,0.9620313721818927,-0.0007091854415874971,-0.27293797096379596,25,11,17,N8 Jalan Raya Bogor,2.0,3.0,26.59758203799655,36.0
7620,2e699661c,0.9689982037141914,0.20830108858558294,-0.13286511089346006,24,11,19,,,,,
7621,2e68e6594,0.5771138960394866,0.5837393815644252,-0.5711286067156041,24,11,5,Cihampelas,1.0,4.0,68.02354095144679,76.0
7622,2e68e8474,0.5289008761580608,0.577828321215433,-0.6215933513162685,29,11,11,Margacinta,2.0,4.0,16.129032258064516,40.0
7623,2e68e8b0c,0.5668605521486169,0.5500975898486093,-0.6132387431176511,29,11,10,N11 Soekarno-Hatta,6.0,2.0,38.857142857142854,108.0
7624,2e68e6ca4,0.596603039211432,0.5963512517970471,-0.5370567922331656,29,11,13,Dr Setiabudi,7.0,3.0,17.3228346456693,33.0
7625,2e68e7d4c,0.5534298673000736,0.5800295850539211,-0.5977299243323853,23,11,9,,,,,
7626,2e69eeebc,0.9969221624415913,-0.024263791268053978,-0.07454844375358803,25,11,18,Krukut Raya,1.0,3.0,25.27272727272727,138.0
7627,2e68e81bc,0.5240857963315559,0.5933895698403786,-0.610919713618876,25,11,13,N11 Soekarno-Hatta,6.0,3.0,42.52686421361121,340.0
7628,2e69ef4ac,0.9927510277102355,-0.06818087612556381,-0.09897860936092123,29,11,18,N6 Cinangka Raya,6.0,3.0,44.593895499224,72.0
7629,2e698f0fc,0.9672930396830108,0.2501677144757169,0.04195581026267274,29,11,10,Sumberjaya Raya,2.0,3.0,19.573796369376485,35.0
7630,2e68e866c,0.5415194855680584,0.574314771539919,-0.6139374479058562,27,11,19,Buah Batu,7.0,3.0,25.794871794871792,36.0
7631,2e698e334,0.9717207536417223,0.23606341993020905,0.005730507204172602,25,11,19,,,,,
7632,2e68e6eec,0.5842516413778884,0.5909590709155165,-0.5562529964412891,28,11,21,Ciumbuleuit,2.0,4.0,49.385964912280706,32.0
7633,2e69c5ef4,0.9457640281713748,-0.009066595043132642,-0.3247278858850572,24,11,22,Pahlawan,2.0,3.0,39.475774424146145,66.0
7634,2e698b984,0.983930117746509,0.15440058670448395,0.08967709973372263,27,11,19,,,,,
7635,2e69e994c,0.9872862038956998,-0.015289760716926786,-0.15821559598989535,26,11,1,,,,,
7636,2e698ff9c,0.9603279731956947,0.27886514057763334,0.0021017298745837154,29,11,3,,,,,
7637,2e6999e34,0.9530520797494272,0.2859324612922123,-0.09967126398651291,28,11,6,Cibarusah Raya,7.0,3.0,58.71604938271605,33.0
7638,2e6989524,0.9766589242369262,0.20091461224530446,0.07596488856497395,29,11,15,Kaliabang,2.0,4.0,54.94505494505495,260.0
7639,2e698d4ac,0.9950270297309729,0.09940991330176883,0.0062353221322128324,28,11,12,Jatiwaringin Raya,2.0,3.0,39.234002802428776,79.0
7640,2e69c5d64,0.952407495532284,0.0021072902952314868,-0.3048204746757246,25,11,10,,,,,
7641,2e698c4c4,0.9864133121887863,0.16076263748646158,0.03382531485654439,25,11,19,,,,,
7642,2e68e8294,0.5139607852873291,0.5854087876078362,-0.6270094597199912,23,11,0,,,,,
7643,2e6989794,0.9742523954934957,0.19742331847176445,0.10888665298732167,25,11,6,,,,,
7644,2e6992384,0.9847273739106044,0.16945308734303335,-0.039970617471323654,26,11,17,Narogong Raya,7.0,2.0,33.18284424379232,140.0
7645,2e698e7a4,0.979835387712372,0.19855466067420705,0.022330689892972985,26,11,7,Chairil Anwar,4.0,4.0,77.29179149191133,42.0
7646,2e698dacc,0.9879643722798424,0.15204700156598125,0.02842724785292678,23,11,13,,,,,
7647,2e6999e3c,0.9528047454845245,0.2858582566431399,-0.10221631029887178,29,11,15,,,,,
7648,2e68e81d4,0.5216868466974479,0.5977683357457935,-0.6087001320540172,23,11,13,N11 Soekarno-Hatta,6.0,2.0,40.999099909991,114.0
7649,2e698cfc4,0.989959940931853,0.13743092720808062,0.03304626449281801,28,11,21,KH Noer Ali,7.0,2.0,31.89041095890411,52.0
7650,2e68e6f94,0.5750952899996675,0.5921206311035472,-0.5644985080952253,28,11,21,,,,,
7651,2e698ffac,0.9619587410332153,0.2731881304108498,0.0019041933767250797,25,11,11,Jalan Kalimalang,2.0,2.0,34.646581691772894,21.0
7652,2e69e8dfc,0.9919407427655298,-0.04464660864255928,-0.11857589627950103,24,11,9,Muhtar Raya,1.0,2.0,9.929078014184384,36.0
7653,2e68e8ea4,0.5544091458978757,0.5541751657868433,-0.6209028785324745,26,11,15,,,,,
7654,2e698ec9c,0.9742616644701071,0.2154591354460381,0.06626892255637001,25,11,7,,,,,
7655,2e69e97f4,0.9905096039855255,-0.0007301788810753227,-0.13744159214458795,25,11,21,,,,,
7656,2e68e6304,0.5632803537650279,0.5765323236185718,-0.591883200374293,29,11,22,,,,,
7657,2e68e67cc,0.5887598674050675,0.5713493077468589,-0.5717707469522663,28,11,8,Dr Djundjunan,6.0,3.0,51.50677356925629,10.0
7658,2e698d404,0.9927567694725113,0.11994220335980607,0.0069184188726657365,27,11,12,,,,,
7659,2e698d7ec,0.9900611707886938,0.14042474555556395,-0.00773103694053976,23,11,17,Jati Mekar,1.0,3.0,59.3675417661098,123.0
7660,2e698eb9c,0.975846562187102,0.20977324871907307,0.06098090840140458,29,11,8,Perjuangan,2.0,3.0,57.3579407479359,268.0
7661,2e69e87dc,0.9863299773154485,-0.0823665655835015,-0.14271974188207326,29,11,20,N6 Jalan Raya Parung-Bogor,6.0,2.0,8.941176470588234,70.0
7662,2e69e9274,0.9926734409813928,-0.04174646161599625,-0.11338726785977886,29,11,11,Muhtar Raya,7.0,3.0,20.278330019880723,37.0
7663,2e68e841c,0.5327229844271176,0.5785565950061582,-0.6176394484146436,26,11,15,Terusan Kiaracondong,1.0,4.0,78.2375478927203,56.0
7664,2e68e7204,0.5768669700460775,0.6045931545030195,-0.5492646141869562,29,11,11,Ir Haji Juanda,2.0,3.0,14.136125654450277,71.0
7665,2e69e8f44,0.9886319641210094,-0.062042052350688694,-0.1369584727512309,29,11,4,,,,,
7666,2e6a20e94,0.9706805247936502,0.1611413918661118,0.17836134843002296,26,11,16,,,,,
7667,2e698fe1c,0.9643253799998117,0.2646505334373318,-0.006054472690042316,23,11,23,,,,,
7668,2e6999e4c,0.9522130057092258,0.28874892467836977,-0.09957133249729543,28,11,14,,,,,
7669,2e69ec0f4,0.9957037590971397,0.01689073683608877,-0.09104244685287831,29,11,12,Margonda Raya,7.0,3.0,78.30126078301261,27.0
7670,2e69c419c,0.9612503514790207,-0.00637951591411612,-0.2756030906179406,29,11,22,,,,,
7671,2e69c5b04,0.9508444037137299,-0.028755346391248847,-0.3083310720316732,28,11,9,,,,,
7672,2e6993b6c,0.9848355483512277,0.1634912486312411,-0.05804786236145609,26,11,17,Narogong Raya,7.0,3.0,50.651000317561135,36.0
7673,2e698dee4,0.9844959186182154,0.1754039604734227,0.001112148512628933,25,11,17,Narogong Raya,7.0,3.0,33.316168898043266,35.0
7674,2e698e1d4,0.9788576867780052,0.20438102502581063,-0.008125616592693084,23,11,12,,,,,
7675,2e698c17c,0.9826295282147757,0.1780658555223287,0.052266254672672714,25,11,17,,,,,
7676,2e698d354,0.9950079229898537,0.09940800440942582,0.008791009427424246,24,11,4,Jatiwaringin Raya,1.0,2.0,29.609690444145354,83.0
7677,2e6992cf4,0.9933521268457663,0.10813290288049951,-0.03948198836974989,29,11,18,Hankam Raya,2.0,4.0,67.24401426388181,138.0
7678,2e698e484,0.9737061672742685,0.22743077878446966,0.013097353684763637,25,11,15,Lambang Jaya,2.0,3.0,63.472454090150244,78.0
7679,2e68e6204,0.56553329255651,0.5652946176652965,-0.6005115238268448,27,11,13,Astana Anyar,2.0,3.0,29.461756373937682,68.0
7680,2e698c14c,0.9840489473399385,0.16933634287143579,0.05452405177613215,27,11,19,N1 Jenderal Sudirman,6.0,4.0,72.03808180535967,108.0
7681,2e69c67c4,0.9532240157568169,0.010545102934588067,-0.3020807451469664,29,11,17,,,,,
7682,2e68e67c4,0.5904019409024105,0.5695603185634812,-0.571862388775947,27,11,15,Prof Dr Surya Sumantri,4.0,4.0,64.46629213483146,100.0
7683,2e69f2d2c,0.9951573440581098,0.09645775099600225,0.01891461974246509,27,11,5,Jatiwaringin Raya,1.0,2.0,19.753086419753092,70.0
7684,2e6993494,0.9914211909464135,0.10496315822358701,-0.07788939310410234,28,11,21,Kranggan Raya,2.0,4.0,36.018237082066875,66.0
7685,2e68e65d4,0.5783808867696236,0.578136789742894,-0.5755288022031259,26,11,10,,,,,
7686,2e6992f24,0.9902586556875631,0.13449451592865871,-0.03604192032863968,28,11,17,Wibawa Mukti 2,2.0,3.0,64.29188255613127,70.0
7687,2e698e6f4,0.978085229498901,0.20723520568462728,0.02007120726146265,26,11,14,Lambang Jaya,2.0,3.0,44.496929617383095,132.0
7688,2e69e884c,0.9877367959676534,-0.08248404636928915,-0.13256094442219124,26,11,16,Permata,7.0,3.0,21.11436950146628,44.0
7689,2e69ef40c,0.9941515823954631,-0.06827706443747202,-0.08367122380124493,28,11,20,N6 Cinangka Raya,6.0,4.0,65.99627560521415,1.0
7690,2e6984d8c,0.9441158169019334,0.32949131809546267,0.008988635898159944,28,11,14,,,,,
7691,2e698e86c,0.9794760799353739,0.1984818502464208,0.035093645538620995,25,11,7,,,,,
7692,2e69c4054,0.9633458183980484,-0.006393422868258578,-0.2681864245613897,27,11,13,,,,,
7693,2e698fccc,0.971018914528122,0.23893156115406405,0.005828954718423953,24,11,18,,,,,
7694,2e698c1f4,0.9809989625247075,0.1867583938735575,0.05255794747910785,28,11,16,Perjuangan,2.0,4.0,76.16766467065868,69.0
7695,2e69e939c,0.9936092019093864,-0.024183158109457276,-0.11025392847806031,24,11,18,Sawangan Raya,1.0,2.0,9.881422924901186,72.0
7696,2e69f2ccc,0.9952405651342536,0.09646581737654822,0.013804477140623715,23,11,8,Jatiwaringin Raya,1.0,3.0,8.59375000000001,90.0
7697,2e698bd74,0.9770880140037314,0.18601384419287292,0.1034304725834396,29,11,17,,,,,
7698,2e69c6ab4,0.9655048223369928,0.007832572870032497,-0.26026734110573235,26,11,17,,,,,
7699,2e698c52c,0.9874333253841954,0.15495031813850615,0.03107775457599151,24,11,13,,,,,
7700,2e68e6f1c,0.5822317311826476,0.5889159713882354,-0.5605213553897018,28,11,22,Ciumbuleuit,2.0,4.0,12.835249042145595,72.0
7701,2e68e6e04,0.5776309212180649,0.6018177232469246,-0.5515051648340727,29,11,9,Ir Haji Juanda,2.0,3.0,11.908783783783786,35.0
7702,2e69ee5c4,0.9983746157012274,-0.024299142094874906,-0.05155267613693285,28,11,4,,,,,
7703,2e68e6d14,0.5869589299220295,0.6043354867634123,-0.5387558204077385,28,11,20,Pagermaneuh,2.0,1.0,22.099447513812144,66.0
7704,2e68c2bf4,0.5057301632632358,0.6079621188694231,-0.6120613237131899,27,11,13,,,,,
7705,2e69e87c4,0.9859620153952467,-0.08233583777401626,-0.14525740606177054,23,11,14,,,,,
7706,2e699a6bc,0.9515498265783544,0.30086811257067175,-0.06349256946182835,26,11,18,Cibarusah Raya,7.0,3.0,48.751486325802624,66.0
7707,2e698c774,0.9852379902113378,0.15758702700761343,0.06687624064812266,27,11,0,,,,,
7708,2e698e68c,0.9774671883080034,0.2101216272649569,0.020169222512851144,28,11,17,,,,,
7709,2e698bb24,0.981721739658527,0.15702460911839614,0.10754393526857,28,11,13,,,,,
7710,2e68e6074,0.5805981745179629,0.5535066574194784,-0.5971064728662094,25,11,15,N11 Soekarno-Hatta,6.0,4.0,91.24792932081722,70.0
7711,2e698fb4c,0.9709104254679963,0.23890486604018302,0.016044023805653417,28,11,13,,,,,
7712,2e69851fc,0.9449937855258361,0.3266694558000265,0.016547264573478,29,11,16,,,,,
7713,2e699a1bc,0.9511895997082083,0.2976667663229455,-0.08144225950806863,27,11,15,Cibarusah Raya,7.0,3.0,25.160829163688348,72.0
7714,2e698cff4,0.9891250341498221,0.14327144822798688,0.03324092268226686,28,11,15,KH Noer Ali,4.0,2.0,25.659596482152093,66.0
7715,2e698f974,0.9641089156071802,0.26459112670785206,0.022034847723922786,23,11,15,,,,,
7716,2e68e68ac,0.5842156272892501,0.5805231283983766,-0.5671728116064715,24,11,8,Sirnamanah,2.0,2.0,27.063701470033923,95.0
7717,2e68e7b4c,0.5618085703395156,0.588810996998612,-0.5810961539251228,27,11,20,,,,,
7718,2e698e7fc,0.9807997548615011,0.19272822101467188,0.029793853193893285,25,11,15,N1 Cut Mutia,6.0,3.0,53.047498949138294,105.0
7719,2e6999f74,0.9512102275903125,0.2945914477581615,-0.09173321010046745,28,11,13,Cibarusah Raya,7.0,3.0,60.282717738258086,38.0
7720,2e68e84ec,0.528935779853036,0.5710426221575607,-0.6278035237800741,26,11,18,,,,,
7721,2e6993cb4,0.9836441520210831,0.17225787879680837,-0.05264413915288619,26,11,13,,,,,
7722,2e698cfc4,0.989959940931853,0.13743092720808062,0.03304626449281801,25,11,15,KH Noer Ali,7.0,2.0,31.89041095890411,52.0
7723,2e698e414,0.9756511343388653,0.21878995355337816,0.01535644123474178,27,11,3,Lambang Jaya,2.0,3.0,68.4497444633731,36.0
7724,2e68e6034,0.5747013598543061,0.5577065324801214,-0.5989004680333875,23,11,17,,,,,
7725,2e6992804,0.9895915800623964,0.1433390258407776,-0.01274473776216935,25,11,11,Exit Jati Asih/Cikunir/Jati Mekar,4.0,4.0,89.02373247033441,56.0
7726,2e699a66c,0.9521190531512096,0.3010480948688304,-0.053285581560977645,29,11,5,,,,,
7727,2e698fb4c,0.9709104254679963,0.23890486604018302,0.016044023805653417,28,11,11,,,,,
7728,2e699349c,0.9916161772020974,0.1049838016931776,-0.07533762999422128,29,11,14,,,,,
7729,2e6999fa4,0.9518396732150919,0.29170824922759403,-0.09437973207399447,28,11,11,,,,,
7730,2e69e8dfc,0.9919407427655298,-0.04464660864255928,-0.11857589627950103,23,11,8,Muhtar Raya,1.0,2.0,9.929078014184384,36.0
7731,2e6996884,0.9705154902141491,0.20263921239286312,-0.13052598536379714,29,11,18,,,,,
7732,2e69eb784,0.9930926459859475,0.05205035218501229,-0.1051558715719003,26,11,7,,,,,
7733,2e698c844,0.9884923561398593,0.13722719013713378,0.06365186674510287,25,11,18,I Gusti Ngurah Rai,2.0,3.0,55.567567567567565,70.0
7734,2e69924a4,0.9848873243244172,0.16648871676263324,-0.047733275351917626,27,11,15,Narogong Raya,2.0,3.0,24.220183486238536,62.0
7735,2e69c48f4,0.9610188562924838,-0.04893621990558096,-0.27211762940250456,28,11,17,Semplak Raya,7.0,4.0,62.028608582574776,108.0
7736,2e6984ec4,0.9379314146329498,0.3461003331990542,0.022343249632435728,26,11,1,,,,,
7737,2e68e7c04,0.5477743244716322,0.5984477103036032,-0.5846397416204459,27,11,20,,,,,
7738,2e698d26c,0.9931703812592397,0.11404854504672947,0.024607380236433034,23,11,20,,,,,
7739,2e69ebec4,0.9935348194275062,0.022718170377183867,-0.11123150327072728,27,11,22,,,,,
7740,2e699ac1c,0.9504700113906664,0.3098171386584926,-0.024901767818586253,24,11,14,Arah Cikarang Barat/Lemahabang,4.0,4.0,88.10416666666666,62.0
7741,2e69855ec,0.9577731725218865,0.287348872530487,0.0100586009374218,25,11,18,,,,,
7742,2e698d654,0.991291158555868,0.13165618962762743,-0.002913194414899794,26,11,17,Jati Mekar,2.0,4.0,29.821428571428566,6.0
7743,2e68e64d4,0.5655674137044959,0.5892490875324812,-0.5769913460336696,29,11,11,Surapati,6.0,4.0,76.43097643097643,36.0
7744,2e68e88d4,0.5502330806669056,0.5631780949012598,-0.6165014114851598,27,11,18,N11 Soekarno-Hatta,6.0,4.0,48.84856943475227,105.0
7745,2e68e8c8c,0.5622961846923736,0.5456681979508212,-0.6213446856821933,26,11,1,,,,,
7746,2e698d7ac,0.990898538971961,0.1345814233160283,-0.0028153084138395077,27,11,20,Jati Mekar,2.0,2.0,26.351351351351354,38.0
7747,2e6999e3c,0.9528047454845245,0.2858582566431399,-0.10221631029887178,26,11,6,,,,,
7748,2e69854d4,0.9552260925219962,0.29583516805248894,-0.004966438212078888,24,11,17,Kalimalang (Cibitung-Cikarang),1.0,2.0,34.87522824102252,78.0
7749,2e68e64cc,0.5645373531351524,0.5881758958388276,-0.5790912643697442,27,11,16,,,,,
7750,2e68e7d14,0.5511327458168411,0.5845102262016139,-0.5954834103097477,26,11,14,,,,,
7751,2e69ee604,0.9982346589492818,-0.018404490291209386,-0.05646981857179971,25,11,0,,,,,
7752,2e68e6224,0.5677128124437772,0.5674732177187028,-0.596386040882211,28,11,14,Astana Anyar,1.0,4.0,47.45916515426497,36.0
7753,2e69ec0a4,0.9951264352358238,0.02275456426937701,-0.09594585816882543,25,11,14,,,,,
7754,2e69e9144,0.9921154605604666,-0.024146802384141786,-0.122979042326383,29,11,16,,,,,
