s2parent,s2token_15,date,hour,Type,SubType,N_Alerts,Road_Type,Reliability
2e698e5b,2e698e5a4,2020-10-26,9,{'JAM'},{'JAM_HEAVY_TRAFFIC'},31,{6},5.870967741935484
2e698e5b,2e698e5a4,2020-10-26,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5a4,2020-10-27,11,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5a4,2020-10-27,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},5,{6},5.8
2e698e5b,2e698e5a4,2020-10-27,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},41,{6},5.365853658536586
2e698e5b,2e698e5a4,2020-10-27,20,{'JAM'},{'JAM_HEAVY_TRAFFIC'},35,{6},5.428571428571429
2e698e5b,2e698e5a4,2020-10-28,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5a4,2020-10-28,19,{'JAM'},{'JAM_HEAVY_TRAFFIC'},32,{6},5.0
2e698e5b,2e698e5a4,2020-10-30,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5a4,2020-10-31,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5a4,2020-10-31,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},7,{6},5.0
2e698e5b,2e698e5a4,2020-11-01,20,{'JAM'},{'JAM_HEAVY_TRAFFIC'},32,{2},5.0
2e698e5b,2e698e5a4,2020-11-02,8,{'JAM'},{'JAM_HEAVY_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5a4,2020-11-02,18,{'JAM'},{'JAM_HEAVY_TRAFFIC'},33,{6},5.454545454545454
2e698e5b,2e698e5a4,2020-11-03,9,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{2},5.0
2e698e5b,2e698e5a4,2020-11-04,7,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5a4,2020-11-04,10,{'JAM'},{'JAM_HEAVY_TRAFFIC'},32,{6},5.0
2e698e5b,2e698e5a4,2020-11-04,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5a4,2020-11-05,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5a4,2020-11-05,19,{'JAM'},{'JAM_MODERATE_TRAFFIC'},32,{6},5.0
2e698e5b,2e698e5a4,2020-11-05,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5a4,2020-11-06,16,{'JAM'},{'JAM'},29,{6},5.0
2e698e5b,2e698e5a4,2020-11-06,18,{'JAM'},{'JAM_MODERATE_TRAFFIC'},31,{6},5.903225806451613
2e698e5b,2e698e5a4,2020-11-06,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5a4,2020-11-07,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},34,{6},5.470588235294118
2e698e5b,2e698e5a4,2020-11-09,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{2},5.484848484848484
2e698e5b,2e698e5a4,2020-11-09,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},6,{6},5.0
2e698e5b,2e698e5a4,2020-11-10,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5a4,2020-11-10,18,{'JAM'},{'JAM'},32,{6},5.0
2e698e5b,2e698e5a4,2020-11-11,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},6,{6},7.333333333333333
2e698e5b,2e698e5a4,2020-11-13,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},40,{2},5.375
2e698e5b,2e698e5a4,2020-11-13,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},47,{6},5.361702127659575
2e698e5b,2e698e5a4,2020-11-13,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{6},5.967741935483871
2e698e5b,2e698e5a4,2020-11-13,21,{'JAM'},{'JAM_HEAVY_TRAFFIC'},34,{6},5.970588235294118
2e698e5b,2e698e5a4,2020-11-13,22,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},32,{6},5.0
2e698e5b,2e698e5a4,2020-11-14,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{2},5.0
2e698e5b,2e698e5a4,2020-11-14,14,{'JAM'},{'JAM_MODERATE_TRAFFIC'},15,{2},5.0
2e698e5b,2e698e5a4,2020-11-14,20,"{'JAM', 'WEATHERHAZARD'}","{'JAM_STAND_STILL_TRAFFIC', 'HAZARD_ON_ROAD_ROAD_KILL'}",62,{6},5.080645161290323
2e698e5b,2e698e5a4,2020-11-16,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},32,{6},5.84375
2e698e5b,2e698e5a4,2020-11-17,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},61,"{2, 6}",5.360655737704918
2e698e5b,2e698e5a4,2020-11-19,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},36,{2},6.194444444444445
2e698e5b,2e698e5a4,2020-11-20,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},21,{6},5.0
2e698e5b,2e698e5b4,2020-10-27,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},41,{1},5.390243902439025
2e698e5b,2e698e5b4,2020-11-10,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},7,{1},5.0
2e698e5b,2e698e5b4,2020-11-16,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},45,{1},5.355555555555555
2e698e5b,2e698e5bc,2020-09-07,20,{'JAM'},{'JAM_HEAVY_TRAFFIC'},57,{6},5.0
2e698e5b,2e698e5bc,2020-09-15,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5bc,2020-09-17,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},21,{6},5.0
2e698e5b,2e698e5bc,2020-09-22,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{6},5.935483870967742
2e698e5b,2e698e5bc,2020-09-22,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},65,{6},6.0
2e698e5b,2e698e5bc,2020-09-22,18,{'JAM'},{'JAM'},62,{6},5.0
2e698e5b,2e698e5bc,2020-09-24,18,{'JAM'},{'JAM_MODERATE_TRAFFIC'},60,{6},6.9
2e698e5b,2e698e5bc,2020-09-28,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},24,{6},5.0
2e698e5b,2e698e5bc,2020-09-29,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},61,{6},5.245901639344262
2e698e5b,2e698e5bc,2020-09-30,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},60,{6},5.0
2e698e5b,2e698e5bc,2020-10-02,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},59,{6},5.0
2e698e5b,2e698e5bc,2020-10-02,19,{'JAM'},{'JAM_HEAVY_TRAFFIC'},18,{6},5.0
2e698e5b,2e698e5bc,2020-10-03,19,{'JAM'},{'JAM_HEAVY_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5bc,2020-10-05,13,{'JAM'},{'JAM_MODERATE_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5bc,2020-10-05,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},60,{6},5.966666666666667
2e698e5b,2e698e5bc,2020-10-05,19,{'JAM'},{'JAM'},30,{6},5.0
2e698e5b,2e698e5bc,2020-10-07,17,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",130,{6},5.376923076923077
2e698e5b,2e698e5bc,2020-10-09,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},124,{6},5.0
2e698e5b,2e698e5bc,2020-10-10,14,{'JAM'},{'JAM_MODERATE_TRAFFIC'},1,{6},5.0
2e698e5b,2e698e5bc,2020-10-10,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5bc,2020-10-12,15,{'WEATHERHAZARD'},{'HAZARD_ON_ROAD_CAR_STOPPED'},31,{6},6.129032258064516
2e698e5b,2e698e5bc,2020-10-24,16,{'JAM'},{'JAM'},63,{6},5.0
2e698e5b,2e698e5bc,2020-10-25,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},36,{6},5.722222222222222
2e698e5b,2e698e5bc,2020-10-26,16,{'JAM'},{'JAM_MODERATE_TRAFFIC'},31,{6},5.0
2e698e5b,2e698e5bc,2020-10-26,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{6},5.0
2e698e5b,2e698e5bc,2020-10-27,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},10,{6},5.6
2e698e5b,2e698e5bc,2020-10-27,16,{'JAM'},{'JAM_MODERATE_TRAFFIC'},63,{6},5.0
2e698e5b,2e698e5bc,2020-10-27,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},201,{6},6.472636815920398
2e698e5b,2e698e5bc,2020-10-28,11,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{6},5.0
2e698e5b,2e698e5bc,2020-10-28,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5bc,2020-10-28,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{6},5.0
2e698e5b,2e698e5bc,2020-10-28,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},65,{6},5.446153846153846
2e698e5b,2e698e5bc,2020-10-28,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},6,{1},5.0
2e698e5b,2e698e5bc,2020-10-28,18,{'JAM'},{'JAM_HEAVY_TRAFFIC'},64,{6},5.0
2e698e5b,2e698e5bc,2020-10-28,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},146,{6},5.2465753424657535
2e698e5b,2e698e5bc,2020-11-02,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},31,{6},5.516129032258065
2e698e5b,2e698e5bc,2020-11-02,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},38,{6},5.394736842105263
2e698e5b,2e698e5bc,2020-11-02,18,{'JAM'},{'JAM_HEAVY_TRAFFIC'},48,{6},5.75
2e698e5b,2e698e5bc,2020-11-02,19,{'JAM'},{'JAM_HEAVY_TRAFFIC'},69,{6},5.0
2e698e5b,2e698e5bc,2020-11-05,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{1},5.0
2e698e5b,2e698e5bc,2020-11-06,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},163,{6},5.325153374233129
2e698e5b,2e698e5bc,2020-11-06,19,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",150,"{1, 6}",5.746666666666667
2e698e5b,2e698e5bc,2020-11-09,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},63,{6},5.0
2e698e5b,2e698e5bc,2020-11-09,19,{'JAM'},{'JAM_MODERATE_TRAFFIC'},30,{1},5.0
2e698e5b,2e698e5bc,2020-11-11,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},6,{1},5.0
2e698e5b,2e698e5bc,2020-11-11,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},58,"{1, 6}",5.0
2e698e5b,2e698e5bc,2020-11-13,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{1},5.0
2e698e5b,2e698e5bc,2020-11-13,22,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{6},5.67741935483871
2e698e5b,2e698e5bc,2020-11-14,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},21,{6},5.0
2e698e5b,2e698e5bc,2020-11-14,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{6},5.0
2e698e5b,2e698e5bc,2020-11-16,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},17,{1},5.0
2e698e5b,2e698e5bc,2020-11-16,19,{'JAM'},{'JAM_HEAVY_TRAFFIC'},29,{1},5.0
2e698e5b,2e698e5bc,2020-11-17,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},65,{6},5.246153846153846
2e698e5b,2e698e5bc,2020-11-18,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},58,{6},5.931034482758621
2e698e5f,2e698e5ec,2020-09-18,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{6},5.0
2e698e5f,2e698e5ec,2020-09-28,16,{'WEATHERHAZARD'},{'HAZARD_ON_SHOULDER_CAR_STOPPED'},147,{6},5.380952380952381
2e698e5f,2e698e5ec,2020-10-02,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},50,{6},5.96
2e698e5f,2e698e5ec,2020-10-08,11,{'JAM'},{'JAM'},64,{6},5.0
2e698e5f,2e698e5ec,2020-10-09,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},178,{6},7.151685393258427
2e698e5f,2e698e5ec,2020-10-26,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},73,{6},6.095890410958904
2e698e5f,2e698e5ec,2020-10-27,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},62,{6},5.0
2e698e5f,2e698e5ec,2020-10-27,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},128,{6},6.125
2e698e5f,2e698e5ec,2020-10-27,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{6},6.903225806451613
2e698e5f,2e698e5ec,2020-10-27,20,{'JAM'},{'JAM_HEAVY_TRAFFIC'},56,{6},6.714285714285714
2e698e5f,2e698e5ec,2020-11-02,17,{'JAM'},{'JAM_MODERATE_TRAFFIC'},62,{6},5.0
2e698e5f,2e698e5ec,2020-11-02,18,{'JAM'},"{'JAM', 'JAM_STAND_STILL_TRAFFIC'}",126,{6},5.0
2e698e5f,2e698e5ec,2020-11-10,14,{'JAM'},{'JAM'},30,{6},5.0
2e698e5f,2e698e5ec,2020-11-13,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},133,{6},5.0
2e698e5f,2e698e5f4,2020-10-27,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},14,{6},6.0
2e698e5f,2e698e5fc,2020-10-02,11,{'JAM'},{'JAM_MODERATE_TRAFFIC'},12,{6},5.0
2e698e5f,2e698e5fc,2020-10-06,6,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{6},5.0
2e698e5f,2e698e5fc,2020-10-15,17,{'WEATHERHAZARD'},{'HAZARD_ON_SHOULDER'},62,{6},5.0
2e698e5f,2e698e5fc,2020-10-27,18,{'JAM'},{'JAM_HEAVY_TRAFFIC'},62,{6},5.0
2e698e5f,2e698e5fc,2020-10-27,20,{'JAM'},{'JAM_HEAVY_TRAFFIC'},6,{6},5.0
2e698e61,2e698e604,2020-09-11,10,{'JAM'},{'JAM_HEAVY_TRAFFIC'},12,{6},5.0
2e698e61,2e698e604,2020-09-18,21,{'JAM'},{'JAM'},20,{17},5.0
2e698e63,2e698e624,2020-09-08,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},83,{2},5.421686746987952
2e698e63,2e698e624,2020-09-15,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},63,{2},5.0
2e698e63,2e698e624,2020-10-02,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},124,{2},5.42741935483871
2e698e63,2e698e624,2020-10-04,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{2},5.0
2e698e63,2e698e624,2020-10-04,16,{'JAM'},{'JAM_MODERATE_TRAFFIC'},60,{2},5.0
2e698e63,2e698e624,2020-10-05,18,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",127,{2},5.0
2e698e63,2e698e624,2020-10-08,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e698e63,2e698e624,2020-10-09,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e698e63,2e698e624,2020-10-11,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},17,{2},5.0
2e698e63,2e698e624,2020-10-16,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{2},5.0
2e698e63,2e698e624,2020-10-16,18,{'JAM'},"{'JAM', 'JAM_HEAVY_TRAFFIC'}",118,{2},5.0
2e698e63,2e698e624,2020-10-16,20,{'JAM'},{'JAM_HEAVY_TRAFFIC'},13,{2},5.0
2e698e63,2e698e624,2020-10-19,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{2},5.966666666666667
2e698e63,2e698e624,2020-10-22,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e698e63,2e698e624,2020-10-23,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{2},5.0
2e698e63,2e698e624,2020-10-26,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},154,{2},6.2727272727272725
2e698e63,2e698e624,2020-10-26,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},137,{2},5.649635036496351
2e698e63,2e698e624,2020-10-26,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{2},5.0
2e698e63,2e698e624,2020-10-26,21,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e698e63,2e698e624,2020-10-27,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},135,{2},5.503703703703704
2e698e63,2e698e624,2020-10-27,18,{'JAM'},{'JAM_HEAVY_TRAFFIC'},60,{2},5.0
2e698e63,2e698e624,2020-10-27,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},148,{2},5.95945945945946
2e698e63,2e698e624,2020-10-31,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},74,{2},6.527027027027027
2e698e63,2e698e624,2020-10-31,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},18,{2},5.888888888888889
2e698e63,2e698e624,2020-11-02,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},16,{2},5.0
2e698e63,2e698e624,2020-11-02,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{2},5.933333333333334
2e698e63,2e698e624,2020-11-02,20,"{'JAM', 'ACCIDENT'}","{'JAM_HEAVY_TRAFFIC', 'JAM_STAND_STILL_TRAFFIC', 'ACCIDENT_MINOR'}",370,{2},5.9837837837837835
2e698e63,2e698e624,2020-11-03,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},12,{2},6.5
2e698e63,2e698e624,2020-11-05,18,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",188,{2},5.0
2e698e63,2e698e624,2020-11-06,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},128,{2},6.6875
2e698e63,2e698e624,2020-11-06,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e698e63,2e698e634,2020-10-10,11,{'JAM'},{'JAM_HEAVY_TRAFFIC'},60,{2},6.0
2e698e63,2e698e634,2020-10-12,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},61,{2},5.934426229508197
2e698e63,2e698e634,2020-10-26,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},56,{1},5.0
2e698e63,2e698e634,2020-10-26,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},63,{2},5.0
2e698e63,2e698e634,2020-11-06,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},68,{2},6.235294117647059
2e698e63,2e698e634,2020-11-09,6,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},66,{2},5.0
2e698e63,2e698e63c,2020-09-05,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},62,{2},6.612903225806452
2e698e63,2e698e63c,2020-09-11,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},69,{2},6.434782608695652
2e698e63,2e698e63c,2020-09-11,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},76,{2},5.394736842105263
2e698e63,2e698e63c,2020-09-12,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},16,{2},8.0
2e698e63,2e698e63c,2020-10-06,12,{'JAM'},{'JAM_HEAVY_TRAFFIC'},62,{2},5.0
2e698e63,2e698e63c,2020-10-08,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},94,{2},5.340425531914893
2e698e63,2e698e63c,2020-10-09,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{2},5.838709677419355
2e698e63,2e698e63c,2020-10-16,20,{'JAM'},{'JAM_HEAVY_TRAFFIC'},66,{2},5.0
2e698e63,2e698e63c,2020-10-23,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},61,{2},5.967213114754099
2e698e63,2e698e63c,2020-10-23,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},80,{2},5.45
2e698e63,2e698e63c,2020-10-26,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},178,{2},5.646067415730337
2e698e63,2e698e63c,2020-10-26,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},128,{2},5.484375
2e698e63,2e698e63c,2020-10-27,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},13,{2},5.0
2e698e63,2e698e63c,2020-10-27,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},72,{2},6.333333333333333
2e698e63,2e698e63c,2020-10-29,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},106,{2},5.528301886792453
2e698e63,2e698e63c,2020-11-02,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},68,{2},5.0
2e698e63,2e698e63c,2020-11-06,19,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",268,{2},6.2388059701492535
2e698e65,2e698e64c,2020-09-01,5,{'JAM'},{'JAM_HEAVY_TRAFFIC'},61,{2},5.0
2e698e65,2e698e64c,2020-09-01,18,{'JAM'},{'JAM_MODERATE_TRAFFIC'},62,{2},5.0
2e698e65,2e698e64c,2020-09-05,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},61,{2},5.0
2e698e65,2e698e64c,2020-09-26,12,{'JAM'},{'JAM_HEAVY_TRAFFIC'},42,{2},5.0
2e698e65,2e698e64c,2020-09-27,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},52,{2},5.0
2e698e65,2e698e64c,2020-09-29,20,{'JAM'},{'JAM_MODERATE_TRAFFIC'},10,{2},5.0
2e698e65,2e698e64c,2020-10-03,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},62,{2},5.0
2e698e65,2e698e64c,2020-10-05,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e698e65,2e698e64c,2020-10-06,12,{'JAM'},{'JAM_HEAVY_TRAFFIC'},62,{2},5.709677419354839
2e698e65,2e698e64c,2020-10-08,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},62,{2},5.0
2e698e65,2e698e64c,2020-10-09,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},81,{2},5.37037037037037
2e698e65,2e698e64c,2020-10-09,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e698e65,2e698e64c,2020-10-10,11,{'JAM'},{'JAM_HEAVY_TRAFFIC'},122,{2},5.0
2e698e65,2e698e64c,2020-10-10,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e698e65,2e698e64c,2020-10-10,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{2},5.0
2e698e65,2e698e64c,2020-10-10,17,{'JAM'},{'JAM_MODERATE_TRAFFIC'},124,{2},5.0
2e698e65,2e698e64c,2020-10-12,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{2},5.0
2e698e65,2e698e64c,2020-10-19,19,{'JAM'},{'JAM_HEAVY_TRAFFIC'},58,{2},5.0
2e698e65,2e698e64c,2020-10-26,17,{'JAM'},"{'JAM', 'JAM_STAND_STILL_TRAFFIC'}",144,{2},5.208333333333333
2e698e65,2e698e64c,2020-10-26,18,{'JAM'},{'JAM_HEAVY_TRAFFIC'},64,{2},5.0
2e698e65,2e698e64c,2020-10-27,12,{'WEATHERHAZARD'},{'HAZARD_ON_ROAD_POT_HOLE'},280,{2},6.357142857142857
2e698e65,2e698e64c,2020-10-28,8,{'JAM'},{'JAM_MODERATE_TRAFFIC'},64,{2},5.0
2e698e65,2e698e64c,2020-10-31,11,{'JAM'},{'JAM_HEAVY_TRAFFIC'},64,{2},5.0
2e698e65,2e698e64c,2020-10-31,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},34,{2},5.352941176470588
2e698e65,2e698e64c,2020-11-01,18,{'JAM'},{'JAM_HEAVY_TRAFFIC'},64,{2},5.0
2e698e65,2e698e64c,2020-11-02,6,{'JAM'},{'JAM_MODERATE_TRAFFIC'},64,{2},5.0
2e698e65,2e698e64c,2020-11-02,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},70,{2},5.0
2e698e65,2e698e64c,2020-11-03,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},22,{2},5.0
2e698e65,2e698e64c,2020-11-04,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},63,{2},5.0
2e698e65,2e698e64c,2020-11-07,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},60,{2},5.0
2e698e65,2e698e64c,2020-11-07,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},66,{2},5.0
2e698e65,2e698e64c,2020-11-07,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},60,{2},5.733333333333333
2e698e65,2e698e64c,2020-11-08,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},70,{2},6.914285714285715
2e698e65,2e698e64c,2020-11-08,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},63,{2},5.0
2e698e65,2e698e64c,2020-11-08,19,{'JAM'},{'JAM_MODERATE_TRAFFIC'},62,{2},5.0
2e698e65,2e698e64c,2020-11-09,6,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},128,{2},5.6875
2e698e65,2e698e64c,2020-11-09,7,{'WEATHERHAZARD'},{'HAZARD_ON_ROAD_CONSTRUCTION'},1162,{2},9.335628227194492
2e698e65,2e698e64c,2020-11-09,8,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},66,{2},8.484848484848484
2e698e65,2e698e64c,2020-11-09,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},128,{2},5.0
2e698e65,2e698e64c,2020-11-09,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{2},5.0
2e698e65,2e698e64c,2020-11-10,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,{2},5.0
2e698e65,2e698e64c,2020-11-10,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},60,{2},5.0
2e698e65,2e698e64c,2020-11-11,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},61,{20},6.573770491803279
2e698e65,2e698e64c,2020-11-12,14,{'JAM'},{'JAM_MODERATE_TRAFFIC'},62,{2},5.0
2e698e65,2e698e64c,2020-11-13,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},66,{2},5.9393939393939394
